,,,,,,,,,latlong,Career Impact,Poverty Impact
42.079772,-87.950866,school,Google,,,, Cook County," Illinois""",42.079772-87.950866,0.111840796,0.050348259
42.078966,-87.952474,school,Google,,,, Cook County," Illinois""",42.078966-87.952474,0.111840796,0.050348259
42.079472,-87.95257,school,Google,,,, Cook County," Illinois""",42.079472-87.95257,0.111840796,0.050348259
42.085047,-87.963037,park,Google,,,, Cook County," Illinois""",42.085047-87.963037,0.111840796,0.050348259
42.077951,-87.960516,park,Google,,,, Cook County," Illinois""",42.077951-87.960516,0.138195777,0.05006398
42.0779559,-87.9639557,park,Google,,,, Cook County," Illinois""",42.0779559-87.9639557,0.138195777,0.05006398
42.078072,-87.964205,park,Google,,,, Cook County," Illinois""",42.078072-87.964205,0.138195777,0.05006398
42.073047,-87.934733,park,Google,,,, Cook County," Illinois""",42.073047-87.934733,0.137511693,0.016058622
42.074194,-87.931457,school,Google,,,, Cook County," Illinois""",42.074194-87.931457,0.137511693,0.016058622
42.073083,-87.946736,school,Google,,,, Cook County," Illinois""",42.073083-87.946736,0.137511693,0.016058622
42.073469,-87.945368,school,Google,,,, Cook County," Illinois""",42.073469-87.945368,0.137511693,0.016058622
42.07276,-87.947576,park,Google,,,, Cook County," Illinois""",42.07276-87.947576,0.137511693,0.016058622
42.066469,-87.932482,park,Google,,,, Cook County," Illinois""",42.066469-87.932482,0.137511693,0.016058622
42.063021,-87.934554,local_government_office,Google,,,, Cook County," Illinois""",42.063021-87.934554,0.130692776,0.050140929
42.065861,-87.936458,school,Google,,,, Cook County," Illinois""",42.065861-87.936458,0.130692776,0.050140929
42.065659,-87.93608,library,Google,,,, Cook County," Illinois""",42.065659-87.93608,0.130692776,0.050140929
42.065286,-87.93578,local_government_office,Google,,,, Cook County," Illinois""",42.065286-87.93578,0.130692776,0.050140929
42.064841,-87.935804,local_government_office,Google,,,, Cook County," Illinois""",42.064841-87.935804,0.130692776,0.050140929
42.064841,-87.935804,local_government_office,Google,,,, Cook County," Illinois""",42.064841-87.935804,0.130692776,0.050140929
42.064841,-87.935804,local_government_office,Google,,,, Cook County," Illinois""",42.064841-87.935804,0.130692776,0.050140929
42.063263,-87.935684,cafe,Google,,,, Cook County," Illinois""",42.063263-87.935684,0.130692776,0.050140929
42.064769,-87.938765,cafe,Google,,,, Cook County," Illinois""",42.064769-87.938765,0.130692776,0.050140929
42.060979,-87.930872,school,Google,,,, Cook County," Illinois""",42.060979-87.930872,0.130692776,0.050140929
42.057854,-87.932514,park,Google,,,, Cook County," Illinois""",42.057854-87.932514,0.130692776,0.050140929
42.0579,-87.931779,park,Google,,,, Cook County," Illinois""",42.0579-87.931779,0.130692776,0.050140929
42.05723,-87.935188,school,Google,,,, Cook County," Illinois""",42.05723-87.935188,0.130692776,0.050140929
42.066225,-87.945418,hospital,Google,,,, Cook County," Illinois""",42.066225-87.945418,0.143216607,0.049695953
42.060105,-87.94166,school,Google,,,, Cook County," Illinois""",42.060105-87.94166,0.130692776,0.050140929
42.060028,-87.947847,school,Google,,,, Cook County," Illinois""",42.060028-87.947847,0.143216607,0.049695953
42.060127,-87.947874,school,Google,,,, Cook County," Illinois""",42.060127-87.947874,0.143216607,0.049695953
42.0729835,-87.9536974,park,Google,,,, Cook County," Illinois""",42.0729835-87.9536974,0.137511693,0.016058622
42.073509,-87.951397,local_government_office,Google,,,, Cook County," Illinois""",42.073509-87.951397,0.137511693,0.016058622
42.072984,-87.953697,park,Google,,,, Cook County," Illinois""",42.072984-87.953697,0.137511693,0.016058622
42.0693614,-87.9585972,park,Google,,,, Cook County," Illinois""",42.0693614-87.9585972,0.137511693,0.016058622
42.067158,-87.950136,park,Google,,,, Cook County," Illinois""",42.067158-87.950136,0.137511693,0.016058622
42.069651,-87.958666,park,Google,,,, Cook County," Illinois""",42.069651-87.958666,0.137511693,0.016058622
42.069091,-87.960573,park,Google,,,, Cook County," Illinois""",42.069091-87.960573,0.137511693,0.016058622
42.0690902,-87.9607407,park,Google,,,, Cook County," Illinois""",42.0690902-87.9607407,0.137511693,0.016058622
42.062567,-87.951709,park,Google,,,, Cook County," Illinois""",42.062567-87.951709,0.143216607,0.049695953
42.064472,-87.958958,school,Google,,,, Cook County," Illinois""",42.064472-87.958958,0.143216607,0.049695953
42.056981,-87.902077,hospital,Google,,,, Cook County," Illinois""",42.056981-87.902077,0.161925175,0.09664848
42.047399,-87.898762,local_government_office,Google,,,, Cook County," Illinois""",42.047399-87.898762,0.175074868,0.037779314
42.05485,-87.906258,school,Google,,,, Cook County," Illinois""",42.05485-87.906258,0.161925175,0.09664848
42.055095,-87.907956,school,Google,,,, Cook County," Illinois""",42.055095-87.907956,0.161925175,0.09664848
42.056231,-87.908027,park,Google,,,, Cook County," Illinois""",42.056231-87.908027,0.161925175,0.09664848
42.054577,-87.908883,school,Google,,,, Cook County," Illinois""",42.054577-87.908883,0.161925175,0.09664848
42.055462,-87.91206,park,Google,,,, Cook County," Illinois""",42.055462-87.91206,0.161925175,0.09664848
42.05455,-87.911086,park,Google,,,, Cook County," Illinois""",42.05455-87.911086,0.161925175,0.09664848
42.054519,-87.912996,park,Google,,,, Cook County," Illinois""",42.054519-87.912996,0.161925175,0.09664848
42.038424,-87.899052,school,Google,,,, Cook County," Illinois""",42.038424-87.899052,0.200446927,0.046256983
42.038918,-87.898955,school,Google,,,, Cook County," Illinois""",42.038918-87.898955,0.200446927,0.046256983
42.042792,-87.902192,park,Google,,,, Cook County," Illinois""",42.042792-87.902192,0.200446927,0.046256983
42.0415776,-87.9092689,park,Google,,,, Cook County," Illinois""",42.0415776-87.9092689,0.200446927,0.046256983
42.040718,-87.909312,park,Google,,,, Cook County," Illinois""",42.040718-87.909312,0.200446927,0.046256983
42.041578,-87.909269,park,Google,,,, Cook County," Illinois""",42.041578-87.909269,0.200446927,0.046256983
42.037914,-87.911724,local_government_office,Google,,,, Cook County," Illinois""",42.037914-87.911724,0.200446927,0.046256983
42.050157,-87.918505,park,Google,,,, Cook County," Illinois""",42.050157-87.918505,0.161925175,0.09664848
42.051966,-87.918603,park,Google,,,, Cook County," Illinois""",42.051966-87.918603,0.161925175,0.09664848
42.056256,-87.931932,school,Google,,,, Cook County," Illinois""",42.056256-87.931932,0.130692776,0.050140929
42.050978,-87.927382,park,Google,,,, Cook County," Illinois""",42.050978-87.927382,0.168996854,0.00943726
42.044473,-87.91539,park,Google,,,, Cook County," Illinois""",42.044473-87.91539,0.175074868,0.037779314
42.04533,-87.919533,park,Google,,,, Cook County," Illinois""",42.04533-87.919533,0.175074868,0.037779314
42.040684,-87.9282713,park,Google,,,, Cook County," Illinois""",42.040684-87.9282713,0.168996854,0.00943726
42.039195,-87.917567,school,Google,,,, Cook County," Illinois""",42.039195-87.917567,0.175074868,0.037779314
42.045306,-87.928401,school,Google,,,, Cook County," Illinois""",42.045306-87.928401,0.168996854,0.00943726
42.041137,-87.928505,school,Google,,,, Cook County," Illinois""",42.041137-87.928505,0.168996854,0.00943726
42.04114,-87.928957,school,Google,,,, Cook County," Illinois""",42.04114-87.928957,0.168996854,0.00943726
42.040665,-87.928133,park,Google,,,, Cook County," Illinois""",42.040665-87.928133,0.168996854,0.00943726
42.030329,-87.905656,school,Google,,,, Cook County," Illinois""",42.030329-87.905656,0.229965157,0.008552423
42.030797,-87.904179,school,Google,,,, Cook County," Illinois""",42.030797-87.904179,0.229965157,0.008552423
42.0338957,-87.9120278,park,Google,,,, Cook County," Illinois""",42.0338957-87.9120278,0.229965157,0.008552423
42.034198,-87.912215,park,Google,,,, Cook County," Illinois""",42.034198-87.912215,0.229965157,0.008552423
42.019171,-87.901772,school,Google,,,, Cook County," Illinois""",42.019171-87.901772,0.204692557,0.183656958
42.027807,-87.9059,school,Google,,,, Cook County," Illinois""",42.027807-87.9059,0.229965157,0.008552423
42.02114,-87.906733,school,Google,,,, Cook County," Illinois""",42.02114-87.906733,0.204692557,0.183656958
42.02114,-87.906733,school,Google,,,, Cook County," Illinois""",42.02114-87.906733,0.204692557,0.183656958
42.0336697,-87.9166256,park,Google,,,, Cook County," Illinois""",42.0336697-87.9166256,0.229965157,0.008552423
42.032194,-87.916792,library,Google,,,, Cook County," Illinois""",42.032194-87.916792,0.229965157,0.008552423
42.033581,-87.916516,park,Google,,,, Cook County," Illinois""",42.033581-87.916516,0.229965157,0.008552423
42.03406,-87.929203,park,Google,,,, Cook County," Illinois""",42.03406-87.929203,0.20764639,0.114553724
42.033558,-87.930039,school,Google,,,, Cook County," Illinois""",42.033558-87.930039,0.20764639,0.114553724
42.0280632,-87.9316419,park,Google,,,, Cook County," Illinois""",42.0280632-87.9316419,0.238185855,0.059942912
42.027529,-87.926178,school,Google,,,, Cook County," Illinois""",42.027529-87.926178,0.238185855,0.059942912
42.025586,-87.92622,school,Google,,,, Cook County," Illinois""",42.025586-87.92622,0.238185855,0.059942912
42.028214,-87.931489,park,Google,,,, Cook County," Illinois""",42.028214-87.931489,0.238185855,0.059942912
42.019954,-87.922412,library,Google,,,, Cook County," Illinois""",42.019954-87.922412,0.238185855,0.059942912
42.0182295,-87.9353186,park,Google,,,, Cook County," Illinois""",42.0182295-87.9353186,0.238185855,0.059942912
42.048449,-87.935055,park,Google,,,, Cook County," Illinois""",42.048449-87.935055,0.168996854,0.00943726
42.053968,-87.9448153,park,Google,,,, Cook County," Illinois""",42.053968-87.9448153,0.143216607,0.049695953
42.054342,-87.944775,park,Google,,,, Cook County," Illinois""",42.054342-87.944775,0.143216607,0.049695953
42.0508979,-87.9460405,park,Google,,,, Cook County," Illinois""",42.0508979-87.9460405,0.143216607,0.049695953
42.05068,-87.945596,park,Google,,,, Cook County," Illinois""",42.05068-87.945596,0.143216607,0.049695953
42.045014,-87.937423,school,Google,,,, Cook County," Illinois""",42.045014-87.937423,0.168996854,0.00943726
42.04747,-87.939727,local_government_office,Google,,,, Cook County," Illinois""",42.04747-87.939727,0.168996854,0.00943726
42.045795,-87.944933,school,Google,,,, Cook County," Illinois""",42.045795-87.944933,0.209500433,0.118827606
42.046543,-87.946407,school,Google,,,, Cook County," Illinois""",42.046543-87.946407,0.209500433,0.118827606
42.0395051,-87.9487972,park,Google,,,, Cook County," Illinois""",42.0395051-87.9487972,0.209500433,0.118827606
42.038736,-87.944331,park,Google,,,, Cook County," Illinois""",42.038736-87.944331,0.209500433,0.118827606
42.038084,-87.944513,school,Google,,,, Cook County," Illinois""",42.038084-87.944513,0.209500433,0.118827606
42.0508987,-87.9634964,park,Google,,,, Cook County," Illinois""",42.0508987-87.9634964,0.197163121,0.043735225
42.050336,-87.962978,park,Google,,,, Cook County," Illinois""",42.050336-87.962978,0.197163121,0.043735225
42.037998,-87.953859,park,Google,,,, Cook County," Illinois""",42.037998-87.953859,0.209500433,0.118827606
42.04239,-87.954782,park,Google,,,, Cook County," Illinois""",42.04239-87.954782,0.209500433,0.118827606
42.0345094,-87.9288842,park,Google,,,, Cook County," Illinois""",42.0345094-87.9288842,0.20764639,0.114553724
42.028996,-87.934514,school,Google,,,, Cook County," Illinois""",42.028996-87.934514,0.238185855,0.059942912
42.029473,-87.934234,school,Google,,,, Cook County," Illinois""",42.029473-87.934234,0.238185855,0.059942912
42.027529,-87.934512,school,Google,,,, Cook County," Illinois""",42.027529-87.934512,0.238185855,0.059942912
42.022628,-87.938244,local_government_office,Google,,,, Cook County," Illinois""",42.022628-87.938244,0.238185855,0.059942912
42.025558,-87.942379,school,Google,,,, Cook County," Illinois""",42.025558-87.942379,0.20764639,0.114553724
42.027272,-87.94478,park,Google,,,, Cook County," Illinois""",42.027272-87.94478,0.20764639,0.114553724
42.021695,-87.94425,school,Google,,,, Cook County," Illinois""",42.021695-87.94425,0.238185855,0.059942912
42.021695,-87.94425,school,Google,,,, Cook County," Illinois""",42.021695-87.94425,0.238185855,0.059942912
42.035305,-87.959035,school,Google,,,, Cook County," Illinois""",42.035305-87.959035,0.20764639,0.114553724
42.036475,-87.962144,school,Google,,,, Cook County," Illinois""",42.036475-87.962144,0.176319002,0.082327411
42.03651,-87.962236,school,Google,,,, Cook County," Illinois""",42.03651-87.962236,0.176319002,0.082327411
42.035761,-87.96114,library,Google,,,, Cook County," Illinois""",42.035761-87.96114,0.189081813,0.130076516
42.0136349,-87.6932418,park,Google,,,, Cook County," Illinois""",42.0136349-87.6932418,0.106924954,0.134685784
42.015309,-87.696447,school,Google,,,, Cook County," Illinois""",42.015309-87.696447,0.106924954,0.134685784
42.013635,-87.693242,park,Google,,,, Cook County," Illinois""",42.013635-87.693242,0.106924954,0.134685784
42.0096188,-87.6935498,park,Google,,,, Cook County," Illinois""",42.0096188-87.6935498,0.116747895,0.136685866
42.009484,-87.693311,park,Google,,,, Cook County," Illinois""",42.009484-87.693311,0.116747895,0.136685866
42.010287,-87.694153,park,Google,,,, Cook County," Illinois""",42.010287-87.694153,0.116747895,0.136685866
42.012268,-87.695202,school,Google,,,, Cook County," Illinois""",42.012268-87.695202,0.106924954,0.134685784
42.012253,-87.695963,school,Google,,,, Cook County," Illinois""",42.012253-87.695963,0.106924954,0.134685784
42.012285,-87.696647,school,Google,,,, Cook County," Illinois""",42.012285-87.696647,0.106924954,0.134685784
42.012222,-87.697778,synagogue,Google,,,, Cook County," Illinois""",42.012222-87.697778,0.106924954,0.134685784
42.015309,-87.699781,synagogue,Google,,,, Cook County," Illinois""",42.015309-87.699781,0.106924954,0.134685784
42.015598,-87.699842,school,Google,,,, Cook County," Illinois""",42.015598-87.699842,0.106924954,0.134685784
42.015554,-87.699987,synagogue,Google,,,, Cook County," Illinois""",42.015554-87.699987,0.106924954,0.134685784
42.012222,-87.700833,synagogue,Google,,,, Cook County," Illinois""",42.012222-87.700833,0.106924954,0.134685784
42.011924,-87.702303,hospital,Google,,,, Cook County," Illinois""",42.011924-87.702303,0.10758647,0.063634626
42.011887,-87.70405,synagogue,Google,,,, Cook County," Illinois""",42.011887-87.70405,0.10758647,0.063634626
42.012007,-87.706427,synagogue,Google,,,, Cook County," Illinois""",42.012007-87.706427,0.106924954,0.134685784
42.01185,-87.705533,school,Google,,,, Cook County," Illinois""",42.01185-87.705533,0.10758647,0.063634626
42.011999,-87.706837,synagogue,Google,,,, Cook County," Illinois""",42.011999-87.706837,0.106924954,0.134685784
42.009557,-87.704997,school,Google,,,, Cook County," Illinois""",42.009557-87.704997,0.10758647,0.063634626
42.009476,-87.704781,school,Google,,,, Cook County," Illinois""",42.009476-87.704781,0.10758647,0.063634626
42.008692,-87.692266,park,Google,,,, Cook County," Illinois""",42.008692-87.692266,0.116747895,0.136685866
42.005309,-87.69228,school,Google,,,, Cook County," Illinois""",42.005309-87.69228,0.116747895,0.136685866
42.005031,-87.698114,school,Google,,,, Cook County," Illinois""",42.005031-87.698114,0.116747895,0.136685866
42.003643,-87.698114,school,Google,,,, Cook County," Illinois""",42.003643-87.698114,0.141774071,0.217589083
42.008611,-87.699444,synagogue,Google,,,, Cook County," Illinois""",42.008611-87.699444,0.116747895,0.136685866
42.006739,-87.699568,school,Google,,,, Cook County," Illinois""",42.006739-87.699568,0.116747895,0.136685866
42.005341,-87.701127,school,Google,,,, Cook County," Illinois""",42.005341-87.701127,0.10758647,0.063634626
42.005595,-87.701207,school,Google,,,, Cook County," Illinois""",42.005595-87.701207,0.10758647,0.063634626
42.004932,-87.700524,school,Google,,,, Cook County," Illinois""",42.004932-87.700524,0.10758647,0.063634626
42.004932,-87.700524,school,Google,,,, Cook County," Illinois""",42.004932-87.700524,0.10758647,0.063634626
42.004491,-87.703528,synagogue,Google,,,, Cook County," Illinois""",42.004491-87.703528,0.141774071,0.217589083
