41.9556271,-87.6736978,Innovation Center,Innovation Center,Abundant Venture Partners,http://www.abundantventurepartners.com/,4043 North Ravenswood Ave., Cook County, Illinois","13","0","37","4","1835","20","151","339"
41.8822787,-87.6363838,Innovation Center,Innovation Center,Adams Street Partners, LLC,http://www.adamsstreetpartners.com/index.html,One North Wacker Drive, Cook County, Illinois","57","0","40","0","4897","117","156","810"
41.8898658,-87.6214866,Innovation Center,Innovation Center,Anderson Pacific Corporation,http://andersonpacific.com/,NBC Tower, Cook County, Illinois","65","0","16","0","6786","0","57","405"
41.8830087,-87.6351499,Innovation Center,Innovation Center,Apex Venture Partners,http://www.apexvc.com/,225 West Washington Street, Cook County, Illinois","57","0","40","0","4897","117","156","810"
41.985371,-87.845028,Innovation Center,Innovation Center,ARCH Venture Partners,http://www.archventure.com/,8725 W. Higgins Rd., Cook County, Illinois","27","0","102","0","4272","117","760","870"
41.880271,-87.634728,Innovation Center,Innovation Center,Baird Capital,http://www.bairdprivateequity.com/private-equity/baird-venture-partners.aspx,227 West Monroe Street, Cook County, Illinois","57","0","40","0","4897","117","156","810"
41.881543,-87.635605,Innovation Center,Innovation Center,Batterson Venture Capital,http://www.battersonvc.com/#&panel1-1,303 W Madison St, Cook County, Illinois","57","0","40","0","4897","117","156","810"
42.1601073,-87.8831986,Innovation Center,Innovation Center,Baxter Ventures,http://www.baxter.com/about_baxter/scientific_excellence/baxter_ventures/index.html,One Baxter Parkway, Lake County, Illinois","131","32","139","105","2768","0","75","88"
41.886379,-87.6235839,Innovation Center,Innovation Center,BlueCross BlueShield Venture Partners,http://www.bcbsvp.com/,225 N. Michigan Avenue, Cook County, Illinois","17","0","0","31","9589","1","346","930"
41.8788515,-87.6364782,Innovation Center,Innovation Center,Capital Strategy Management Company,http://capitalstrategymanagement.com/,233 South Wacker Drive, Cook County, Illinois","57","0","40","0","4897","117","156","810"
41.8846204,-87.6365384,Innovation Center,Innovation Center,CapX Partners,http://www.capxpartners.com/,155 N Wacker Dr., Cook County, Illinois","57","0","40","0","4897","117","156","810"
40.6372267,-89.6621218,Innovation Center,Innovation Center,Central Illinois Angels ,http://www.centralillinoisangels.com/,4300 Entec Dr., Peoria County, Illinois","235","112","130","139","5678","289","1556","665"
42.0458559,-87.6785751,Innovation Center,Innovation Center,Ceres Venture Fund,http://www.ceresventurefund.com/,500 Davis Street, Cook County, Illinois","0","45","65","13","5029","11","170","1107"
41.881543,-87.635605,Innovation Center,Innovation Center,Chicago Growth Partners,http://cgp.com/,303 West Madison, Cook County, Illinois","57","0","40","0","4897","117","156","810"
42.114211,-87.878357,Innovation Center,Innovation Center,Cornerstone Angels,http://www.cornerstoneangels.com,2100 Sanders Road, Cook County, Illinois","170","128","195","74","5940","56","485","279"
42.114211,-87.878357,Innovation Center,Innovation Center,Independence Equity,http://www.independence-equity.com/,2100 Sanders Road, Cook County, Illinois","170","128","195","74","5940","56","485","279"
42.107965,-87.7736008,Innovation Center,Innovation Center,DFJ Portage,http://www.portageventures.com/,One Northfield Plaza, Cook County, Illinois","199","285","368","95","5570","17","215","186"
41.9252396,-87.9434386,Innovation Center,Innovation Center,Duchossois Technology Partners,http://www.duchtech.com/,845 Larch Avenue, DuPage County, Illinois","193","56","44","48","3575","18","414","25"
41.8766109,-87.628992,Innovation Center,Innovation Center,Dunrath Capital,http://www.dunrath.com/index.asp,407 S. Dearborn St., Cook County, Illinois","57","0","40","0","4897","117","156","810"
41.8883695,-87.6353645,Innovation Center,Innovation Center,Energy Foundry,http://energyfoundry.com/,222 W. Merchandise Mart, Cook County, Illinois","0","0","24","0","7243","28","184","343"
41.8816418,-87.6365503,Innovation Center,Innovation Center,First Analysis,http://www.firstanalysis.com/,One South Wacker Drive, Cook County, Illinois","57","0","40","0","4897","117","156","810"
41.888113,-87.630755,Innovation Center,Innovation Center,Foley Ventures,http://www.foley.com/CatapultChicago/,321 North Clark Street, Cook County, Illinois","57","17","32","0","3225","0","193","206"
41.88484,-87.6428905,Innovation Center,Innovation Center,Gaebler Ventures,http://www.gaeblervc.com/,156 N. Jefferson Street, Cook County, Illinois","28","0","0","0","5730","11","264","338"
42.025115,-87.760051,Innovation Center,Innovation Center,Heartland Angels,http://www.heartlandangels.com/,5300 Galitz Street, Cook County, Illinois","125","236","360","104","6054","59","593","1368"
41.8822584,-87.6371982,Innovation Center,Innovation Center,Hopewell Ventures,http://www.hopewellventures.com/,20 North Wacker Drive, Cook County, Illinois","57","0","40","0","4897","117","156","810"
41.7893998,-87.5963929,Innovation Center,Innovation Center,Hyde Park Angels,http://www.hydeparkangels.com/,Polsky Center for Entrepreneurship, Cook County, Illinois","58","22","58","105","1840","0","121","359"
41.8830087,-87.6351499,Innovation Center,Innovation Center,Hyde Park Venture Partners,http://www.hydeparkvp.com/,225 W Washington, Cook County, Illinois","57","0","40","0","4897","117","156","810"
41.8883695,-87.6353645,Innovation Center,Innovation Center,Chicago Ventures,http://www.chicagoventures.com/,222 Merchandise Mart Plaza, Cook County, Illinois","0","0","24","0","7243","28","184","343"
41.8822584,-87.6371982,Innovation Center,Innovation Center,IllinoisVENTURES,http://www.illinoisventures.com/,20 N. Wacker Drive , Cook County, Illinois","57","0","40","0","4897","117","156","810"
41.8851542,-87.6223183,Innovation Center,Innovation Center,JK&B Capital,http://www.jkbcapital.com/,Two Prudential Plaza, Cook County, Illinois","17","0","0","31","9589","1","346","930"
42.184333,-87.8021629,Innovation Center,Innovation Center,KB Partners, L.L.C.,http://www.kbpartners.com/,1780 Green Bay Road, Lake County, Illinois","110","137","200","74","4165","23","239","580"
42.143419,-87.7975869,Innovation Center,Innovation Center,Leo Capital Holdings,http://leocapholdings.com/,400 Skokie Blvd., Cook County, Illinois","266","145","210","90","6529","40","596","389"
41.8969173,-87.6435474,Innovation Center,Innovation Center,Lightbank,http://lightbank.com/,600 West Chicago Avenue, Cook County, Illinois","0","17","78","0","2601","20","241","390"
41.901462,-87.637771,Innovation Center,Innovation Center,Merrick Ventures,http://www.merrickventures.com/,350 N. Orleans Street, Cook County, Illinois","47","5","73","18","1379","31","294","427"
42.1323611,-87.7877587,Innovation Center,Innovation Center,MK Capital,http://www.mkcapital.com/,1033 Skokie Blvd, Cook County, Illinois","199","285","368","95","5570","17","215","186"
