,lat,long,category,source
1,42.085316,-87.69758399999998,park,Google
3,42.0790371,-87.68584849999998,park,Google
4,42.080651,-87.68968000000002,park,Google
5,42.080723,-87.689709,park,Google
6,42.078874,-87.687034,park,Google
7,42.078842,-87.685746,park,Google
10,42.05643,-87.673346,university,Google
11,42.056387,-87.673447,university,Google
15,42.058697,-87.670534,university,Google
31,42.069066,-87.683237,school,Google
32,42.070614,-87.683994,school,Google
39,42.06386,-87.675949,park,Google
41,42.064367,-87.676765,park,Google
42,42.065494,-87.67643199999998,park,Google
43,42.062243,-87.678314,park,Google
46,42.0655556,-87.67629709999999,park,Google
47,42.065584,-87.679582,school,Google
52,42.061684,-87.674338,local_government_office,Google
53,42.061476,-87.677368,university,Google
54,42.059696,-87.675026,university,Google
57,42.057821,-87.677011,school,Google
58,42.057179,-87.674245,university,Google
61,42.061371,-87.678177,university,Google
62,42.060827,-87.678354,university,Google
63,42.059521,-87.67857,school,Google
65,42.057172,-87.678649,cafe,Google
67,42.058662,-87.678169,school,Google
70,42.065455,-87.68401999999998,hospital,Google
111,42.0626508,-87.68554040000002,park,Google
112,42.062548,-87.685575,local_government_office,Google
113,42.062479,-87.685681,park,Google
114,42.06772,-87.69170159999999,park,Google
117,42.064321,-87.686646,local_government_office,Google
123,42.0596863,-87.684154,park,Google
126,42.062083,-87.683925,park,Google
127,42.061656,-87.68635,park,Google
131,42.062397,-87.684524,park,Google
135,42.05913,-87.682179,school,Google
142,42.058353,-87.683137,cafe,Google
145,42.058363,-87.683644,school,Google
149,42.058396,-87.683644,local_government_office,Google
154,42.059524,-87.68406999999998,park,Google
157,42.058999,-87.684661,school,Google
160,42.058365,-87.68419,school,Google
166,42.0615844,-87.68631059999998,park,Google
172,42.052989,-87.673801,library,Google
175,42.053323,-87.67299200000002,university,Google
180,42.050646,-87.671338,university,Google
182,42.052385,-87.671614,university,Google
185,42.051402,-87.673417,university,Google
189,42.0480426,-87.6739859,park,Google
191,42.044635,-87.672762,park,Google
192,42.048018,-87.673958,park,Google
193,42.047029,-87.672426,park,Google
194,42.045146,-87.673898,park,Google
195,42.045516,-87.672347,park,Google
196,42.040877,-87.66976899999997,local_government_office,Google
197,42.039408,-87.66994100000002,park,Google
198,42.0444588,-87.67259920000002,park,Google
200,42.0393036,-87.6699797,park,Google
204,42.056052,-87.675696,school,Google
206,42.05319229999999,-87.67651500000002,park,Google
207,42.054009,-87.676714,school,Google
212,42.053192,-87.67651500000002,park,Google
214,42.055194,-87.681814,local_government_office,Google
218,42.05666400000001,-87.68199200000002,park,Google
222,42.053715,-87.677966,university,Google
224,42.054458,-87.680299,synagogue,Google
229,42.052196,-87.675113,university,Google
230,42.050609,-87.674989,university,Google
231,42.050493,-87.67564899999998,library,Google
233,42.05063300000001,-87.676142,school,Google
234,42.050971,-87.67665600000002,university,Google
236,42.04743670000001,-87.67460229999998,park,Google
237,42.049361,-87.674976,university,Google
238,42.04944,-87.675853,school,Google
257,42.051408,-87.67761999999998,university,Google
258,42.050194,-87.67939399999999,university,Google
261,42.051705,-87.681586,cafe,Google
262,42.051245,-87.680136,university,Google
263,42.050288,-87.681751,university,Google
265,42.050201,-87.681413,park,Google
266,42.049629,-87.678685,hospital,Google
273,42.050101,-87.67987,university,Google
274,42.050068,-87.679772,university,Google
276,42.050013,-87.679863,university,Google
278,42.050107,-87.679889,university,Google
284,42.049287,-87.681626,cafe,Google
291,42.048397,-87.680072,library,Google
310,42.048078,-87.68060600000003,university,Google
324,42.05554,-87.684978,park,Google
336,42.054201,-87.684164,school,Google
343,42.056997,-87.6887752,park,Google
344,42.056725,-87.687238,local_government_office,Google
345,42.056887,-87.687158,local_government_office,Google
347,42.055827,-87.687021,local_government_office,Google
348,42.055944,-87.686826,local_government_office,Google
351,42.055816,-87.687401,local_government_office,Google
352,42.055816,-87.687401,local_government_office,Google
353,42.055816,-87.687401,local_government_office,Google
354,42.055816,-87.687401,local_government_office,Google
355,42.055816,-87.687401,local_government_office,Google
356,42.055816,-87.687401,local_government_office,Google
357,42.057028,-87.688641,park,Google
361,42.054149,-87.68715300000002,park,Google
362,42.054811,-87.687866,local_government_office,Google
363,42.054934,-87.689415,local_government_office,Google
377,42.052231,-87.68300699999998,school,Google
381,42.052214,-87.68304599999998,school,Google
382,42.052204,-87.683047,school,Google
387,42.051105,-87.68220500000002,university,Google
396,42.050964,-87.682644,school,Google
400,42.052662,-87.684505,university,Google
407,42.05116,-87.68527399999998,university,Google
408,42.05116,-87.68527399999998,university,Google
427,42.049569,-87.681983,cafe,Google
494,42.048387,-87.683006,local_government_office,Google
499,42.050252,-87.684561,university,Google
544,42.05238,-87.687075,local_government_office,Google
614,42.047354,-87.67473199999998,park,Google
624,42.044186,-87.677647,park,Google
627,42.047386,-87.677973,school,Google
632,42.047431,-87.678875,cafe,Google
662,42.046154,-87.679141,cafe,Google
703,42.046331,-87.680509,school,Google
741,42.0444441,-87.6795325,park,Google
742,42.044441,-87.679594,park,Google
761,42.045413,-87.681314,school,Google
783,42.039772,-87.673502,park,Google
787,42.04183,-87.67834599999998,park,Google
788,42.041598,-87.67826,school,Google
790,42.041419,-87.67811400000002,school,Google
794,42.043052,-87.68042,school,Google
816,42.041108,-87.680314,cafe,Google
835,42.041092,-87.68122199999998,school,Google
914,42.04678300000001,-87.681967,cafe,Google
1024,42.044533,-87.683643,local_government_office,Google
1033,42.043883,-87.682121,park,Google
1055,42.044016,-87.685156,school,Google
1083,42.046638,-87.689399,school,Google
1084,42.0458792,-87.6893913,park,Google
1086,42.045936,-87.689324,park,Google
1092,42.0438,-87.687154,park,Google
1125,42.042598,-87.68409399999999,university,Google
1152,42.040688,-87.688322,synagogue,Google
1153,42.039771,-87.686711,park,Google
1154,42.036369,-87.669951,park,Google
1160,42.0363689,-87.6701338,park,Google
1165,42.0326577,-87.6701338,park,Google
1171,42.032938,-87.669861,park,Google
1172,42.029698,-87.669055,park,Google
1177,42.028757,-87.673242,park,Google
1179,42.02245,-87.66529399999997,park,Google
1180,42.021233,-87.664565,park,Google
1183,42.01891,-87.664035,park,Google
1185,42.027294,-87.668407,park,Google
1193,42.021789,-87.666337,school,Google
1199,42.0212524,-87.66443199999998,park,Google
1203,42.0187713,-87.6641238,park,Google
1229,42.021495,-87.67334699999998,park,Google
1231,42.020028,-87.670516,park,Google
1237,42.0201398,-87.67059609999998,park,Google
1248,42.021036,-87.671746,school,Google
1249,42.021112,-87.67177099999998,school,Google
1250,42.021112,-87.67177099999998,school,Google
1251,42.020849,-87.671996,school,Google
1255,42.020693,-87.67292900000002,school,Google
1277,42.01948400000001,-87.67274599999998,school,Google
1284,42.034475,-87.675336,school,Google
1287,42.034081,-87.67488900000002,school,Google
1319,42.035016,-87.679461,school,Google
1327,42.033856,-87.6779,cafe,Google
1342,42.034043,-87.678852,cafe,Google
1408,42.029876,-87.676523,park,Google
1412,42.032981,-87.679064,school,Google
1440,42.032869,-87.680578,school,Google
1446,42.032253,-87.681437,park,Google
1447,42.031868,-87.680398,school,Google
1448,42.031734,-87.680155,school,Google
1480,42.029737,-87.68113100000002,park,Google
1485,42.037253,-87.683114,school,Google
1489,42.036288,-87.68296099999998,park,Google
1490,42.037484,-87.682126,school,Google
1496,42.034605,-87.68203000000003,school,Google
1522,42.033922,-87.683198,school,Google
1523,42.033642,-87.683392,school,Google
1524,42.033922,-87.683198,school,Google
1525,42.0343694,-87.6860025,park,Google
1526,42.036163,-87.68292170000002,park,Google
1532,42.034287,-87.68601899999999,park,Google
1534,42.035686,-87.686689,school,Google
1550,42.028714,-87.684264,park,Google
1552,42.030036,-87.68431700000002,park,Google
1554,42.032938,-87.68667099999998,school,Google
1557,42.032754,-87.68726,school,Google
1559,42.03247800000001,-87.688399,school,Google
1560,42.032531,-87.687558,school,Google
1564,42.030927,-87.689634,park,Google
1579,42.028239,-87.67710600000002,park,Google
1599,42.01994000000001,-87.673163,hospital,Google
1600,42.019908,-87.673162,hospital,Google
1635,42.02003,-87.677852,local_government_office,Google
1667,42.026142,-87.686447,school,Google
1668,42.028007,-87.684866,park,Google
1678,42.024967,-87.683563,hospital,Google
1681,42.023952,-87.685001,hospital,Google
1767,42.019231,-87.689931,cafe,Google
1770,42.00125,-87.65637,university,Google
1771,41.998459,-87.655248,park,Google
1772,42.000117,-87.656396,library,Google
1778,41.9953766,-87.6548761,park,Google
1780,41.996101,-87.655687,school,Google
1785,41.995587,-87.65589,school,Google
1786,41.994625,-87.655428,park,Google
1787,41.995279,-87.654973,park,Google
1807,41.993336,-87.65563900000002,hospital,Google
1840,41.990539,-87.65468100000002,synagogue,Google
1841,41.990539,-87.65468100000002,synagogue,Google
1842,41.990539,-87.65468100000002,school,Google
1843,41.990539,-87.65468100000002,school,Google
1845,41.9176144,-87.6309776,park,Google
1846,41.989804,-87.65512199999998,park,Google
1847,41.9898118,-87.65518440000002,park,Google
1848,41.989848,-87.65572900000002,park,Google
1898,41.982816,-87.655051,cafe,Google
1921,42.016814,-87.662695,park,Google
1925,42.0165745,-87.6625827,park,Google
1928,42.015782,-87.662526,park,Google
1940,42.01595579999999,-87.6625827,park,Google
1944,42.00955379999999,-87.6596543,park,Google
1945,42.009554,-87.659654,park,Google
1948,42.013764,-87.662369,school,Google
1949,42.013171,-87.66308599999998,park,Google
1961,42.0131839,-87.66319909999999,park,Google
1978,42.016698,-87.66478000000002,school,Google
1994,42.016135,-87.668172,cafe,Google
2039,42.0147914,-87.6738319,park,Google
2040,42.014858,-87.673687,park,Google
2050,42.010651,-87.665693,park,Google
2055,42.009381,-87.665662,school,Google
2066,42.011532,-87.66787099999998,school,Google
2068,42.009319,-87.666368,cafe,Google
2076,42.009754,-87.66950200000002,school,Google
2087,42.0051717,-87.6571882,park,Google
2088,42.005018,-87.65723,park,Google
2089,42.005986,-87.657599,park,Google
2100,42.008624,-87.66234,school,Google
2118,42.006474,-87.661261,school,Google
2138,42.004657,-87.66119599999998,cafe,Google
2144,42.005025,-87.660717,school,Google
2156,42.003974,-87.657306,park,Google
2157,42.002314,-87.657591,park,Google
2161,42.004198,-87.660335,school,Google
2164,42.00066500000001,-87.656835,library,Google
2188,42.004256,-87.663196,park,Google
2193,42.001962,-87.660569,university,Google
2199,42.00055,-87.66069399999998,university,Google
2200,42.000613,-87.660825,university,Google
2215,42.001293,-87.663696,school,Google
2217,42.001293,-87.663696,school,Google
2222,42.001698,-87.663112,school,Google
2223,42.001378,-87.664172,school,Google
2224,42.001143,-87.663946,school,Google
2229,42.00874500000001,-87.666184,cafe,Google
2269,42.007785,-87.66785300000002,cafe,Google
2277,42.007014,-87.66629300000002,park,Google
2287,42.007776,-87.668868,school,Google
2299,42.007472,-87.670908,cafe,Google
2307,42.00770900000001,-87.672453,school,Google
2308,42.007004,-87.673177,library,Google
2338,42.002809,-87.66894599999998,school,Google
2340,42.00229,-87.669147,hospital,Google
2342,42.003313,-87.667007,school,Google
2356,42.002532,-87.670335,school,Google
2413,42.00083400000001,-87.671424,school,Google
2425,42.017848,-87.674356,cafe,Google
2432,42.016703,-87.674077,school,Google
2442,42.0154848,-87.6775296,park,Google
2470,42.015762,-87.67754599999998,park,Google
2472,42.017092,-87.67774,school,Google
2482,42.015309,-87.678947,school,Google
2488,42.012427,-87.674456,school,Google
2578,42.017287,-87.6826,school,Google
2581,42.016945,-87.68593100000002,school,Google
2585,42.016381,-87.68474599999998,school,Google
2586,42.016053,-87.685877,school,Google
2589,42.01642,-87.68533599999998,school,Google
2616,42.014474,-87.68764,school,Google
2651,42.010326,-87.684625,school,Google
2652,42.009714,-87.684563,school,Google
2654,42.012329,-87.686433,hospital,Google
2679,42.012367,-87.689976,cafe,Google
2703,42.0111,-87.69026,school,Google
2731,42.00842,-87.675262,school,Google
2759,42.009176,-87.679792,park,Google
2760,42.008968,-87.679449,park,Google
2763,42.007451,-87.68082,park,Google
2765,42.005132,-87.681269,park,Google
2774,42.001867,-87.674848,park,Google
2777,41.999496,-87.674289,park,Google
2814,42.0023969,-87.68831309999999,park,Google
2824,42.002281,-87.68804200000002,park,Google
2825,42.00200200000001,-87.687928,park,Google
2837,42.001781,-87.689799,park,Google
2838,41.999177,-87.657583,university,Google
2839,41.99812,-87.656839,university,Google
2842,41.999113,-87.660298,library,Google
2867,41.999491,-87.660415,school,Google
2896,41.998244,-87.663031,school,Google
2899,41.997809,-87.66255699999998,school,Google
2900,41.997555,-87.66329499999998,park,Google
2958,41.99449600000001,-87.657306,cafe,Google
2986,41.994462,-87.65958,library,Google
2995,41.994003,-87.659185,university,Google
3001,41.992486,-87.659848,school,Google
3004,41.992486,-87.659848,school,Google
3029,41.991055,-87.659681,cafe,Google
3066,41.991043,-87.66074,library,Google
3078,41.990126,-87.663045,school,Google
3117,41.994754,-87.66866800000003,school,Google
3124,41.999199,-87.669947,park,Google
3156,41.99919600000001,-87.671192,local_government_office,Google
3157,41.9990875,-87.6699797,park,Google
3189,41.994495,-87.665384,school,Google
3201,41.99091,-87.668089,school,Google
3205,41.990595,-87.668477,park,Google
3227,41.993356,-87.67034100000002,school,Google
3234,41.991059,-87.669788,university,Google
3235,41.990485,-87.669772,school,Google
3254,41.9892,-87.65829000000002,school,Google
3259,41.989624,-87.659998,university,Google
3283,41.985787,-87.660099,hospital,Google
3291,41.989476,-87.66255600000002,school,Google
3326,41.98508,-87.656749,local_government_office,Google
3339,41.98325,-87.656463,hospital,Google
3419,41.982525,-87.660011,local_government_office,Google
3422,41.982761,-87.659869,local_government_office,Google
3460,41.98343300000001,-87.66161899999999,park,Google
3463,41.982415,-87.661179,school,Google
3466,41.982415,-87.661179,school,Google
3482,41.980588,-87.661167,school,Google
3489,41.989018,-87.66606,school,Google
3491,41.989282,-87.66663199999998,school,Google
3557,41.983438,-87.666216,school,Google
3558,41.98281,-87.666445,school,Google
3559,41.98390300000001,-87.66872,school,Google
3641,41.983223,-87.669521,park,Google
3646,41.983336,-87.671774,school,Google
3648,41.983343,-87.67144499999998,school,Google
3693,41.995824,-87.675697,school,Google
3697,41.9945884,-87.67706740000001,park,Google
3699,41.994731,-87.676986,park,Google
3715,41.994441,-87.675779,park,Google
3733,41.99432,-87.681332,school,Google
3769,41.997944,-87.682579,school,Google
3797,41.995032,-87.684224,school,Google
3799,41.995796,-87.683428,school,Google
3911,41.992949,-87.682692,school,Google
3923,41.993971,-87.688851,park,Google
3979,41.980454,-87.67505,school,Google
4032,41.963216,-87.633425,park,Google
4033,41.965238,-87.632975,park,Google
4149,41.972057,-87.650018,park,Google
4172,41.974199,-87.6545,school,Google
4196,41.972352,-87.654781,local_government_office,Google
4198,41.972046,-87.654482,park,Google
4208,41.971351,-87.654266,school,Google
4209,41.971421,-87.6545,school,Google
4211,41.97215360000001,-87.6545678,park,Google
4215,41.964022,-87.643006,park,Google
4216,41.9628963,-87.6485558,park,Google
4218,41.969972,-87.64913,park,Google
4223,41.970198,-87.650599,hospital,Google
4302,41.969168,-87.655731,hospital,Google
4306,41.968383,-87.654931,local_government_office,Google
4327,41.965766,-87.652399,school,Google
4330,41.965766,-87.652399,school,Google
4380,41.963043,-87.648455,park,Google
4389,41.961357,-87.649854,school,Google
4444,41.964476,-87.655611,school,Google
4511,41.961677,-87.655891,local_government_office,Google
4530,41.957165,-87.646191,school,Google
4534,41.951829,-87.641337,local_government_office,Google
4535,41.95121,-87.643829,park,Google
4536,41.954766,-87.64573100000001,school,Google
4541,41.954698,-87.647225,school,Google
4543,41.954698,-87.647225,library,Google
4556,41.960032,-87.6495,school,Google
4559,41.958643,-87.65005500000002,school,Google
4562,41.961035,-87.652191,university,Google
4568,41.95786,-87.64969599999998,cafe,Google
4594,41.958643,-87.655889,school,Google
4606,41.958331,-87.65414799999998,library,Google
4607,41.958368,-87.654163,library,Google
4652,41.9522523,-87.6505599,park,Google
4664,41.952866,-87.651189,school,Google
4674,41.952242,-87.650425,park,Google
4679,41.952621,-87.651177,school,Google
4680,41.952646,-87.650699,park,Google
4683,41.954421,-87.652622,cafe,Google
4695,41.954721,-87.65270500000003,hospital,Google
4707,41.95389,-87.65465,cafe,Google
4733,41.948942,-87.64243499999998,park,Google
4735,41.946143,-87.642832,synagogue,Google
4765,41.947548,-87.646957,school,Google
4768,41.945151,-87.64030699999998,park,Google
4769,41.944483,-87.642718,school,Google
4806,41.942324,-87.64434,cafe,Google
4819,41.941474,-87.643437,synagogue,Google
4830,41.951113,-87.648179,synagogue,Google
4831,41.950675,-87.648912,synagogue,Google
4832,41.950441,-87.649472,cafe,Google
4884,41.947426,-87.647848,school,Google
4894,41.94901,-87.65081500000002,school,Google
4906,41.94911,-87.65649,local_government_office,Google
4936,41.945507,-87.649558,cafe,Google
5031,41.944672,-87.654137,school,Google
5064,41.941993,-87.65244100000002,university,Google
5081,41.943788,-87.653904,cafe,Google
5103,41.978716,-87.657549,park,Google
5138,41.976037,-87.65792900000002,school,Google
5139,41.976155,-87.656502,school,Google
5146,41.97788900000001,-87.660035,cafe,Google
5162,41.975865,-87.658389,school,Google
5180,41.980073,-87.660303,park,Google
5224,41.975385,-87.659401,park,Google
5225,41.9754259,-87.6594231,park,Google
5342,41.97485800000001,-87.660888,park,Google
5351,41.971699,-87.660772,library,Google
5354,41.971963,-87.662312,university,Google
5355,41.972515,-87.66381700000002,university,Google
5418,41.978599,-87.668183,cafe,Google
5433,41.978139,-87.66844,cafe,Google
5522,41.976184,-87.668436,cafe,Google
5541,41.9771739,-87.6692863,park,Google
5542,41.977152,-87.66931,park,Google
5555,41.976421,-87.670334,school,Google
5645,41.973335,-87.671031,hospital,Google
5650,41.97326,-87.670994,hospital,Google
5670,41.970183,-87.658029,park,Google
5695,41.968975,-87.656563,school,Google
5713,41.97,-87.659524,hospital,Google
5725,41.968921,-87.658111,school,Google
5734,41.969377,-87.65988,cafe,Google
5767,41.966206,-87.657313,park,Google
5807,41.966727,-87.66295500000003,park,Google
5812,41.9651,-87.656788,local_government_office,Google
5876,41.965288,-87.658973,university,Google
5881,41.965235,-87.659814,library,Google
5882,41.9645,-87.65899999999998,university,Google
5883,41.964525,-87.660117,university,Google
5892,41.965448,-87.660555,cafe,Google
5900,41.965478,-87.661383,cafe,Google
5927,41.96550300000001,-87.663976,school,Google
5934,41.962535,-87.660831,school,Google
5936,41.9628,-87.660648,park,Google
5939,41.962254,-87.66422299999998,school,Google
5945,41.9676327,-87.6682847,park,Google
5948,41.968102,-87.66745999999998,hospital,Google
5965,41.968041,-87.667201,school,Google
5985,41.967651,-87.66837,park,Google
6030,41.966512,-87.669184,school,Google
6089,41.962696,-87.66605,school,Google
6097,41.961755,-87.66585,school,Google
6102,41.961924,-87.665885,school,Google
6123,41.961545,-87.666813,school,Google
6174,41.96086500000001,-87.67144499999998,school,Google
6190,41.976667,-87.674141,library,Google
6202,41.976393,-87.674272,school,Google
6204,41.976704,-87.67707800000002,school,Google
6254,41.9737957,-87.68215140000002,park,Google
6264,41.974986,-87.674894,school,Google
6268,41.973384,-87.6769,school,Google
6278,41.97531,-87.680335,school,Google
6279,41.973872,-87.68190200000002,park,Google
6281,41.971942,-87.679148,cafe,Google
6295,41.975968,-87.682486,school,Google
6296,41.97593,-87.68410300000002,school,Google
6340,41.976653000000006,-87.689378,hospital,Google
6355,41.974295,-87.684122,local_government_office,Google
6362,41.97449500000001,-87.68928299999997,school,Google
6375,41.97086,-87.688198,school,Google
6390,41.970776,-87.690073,school,Google
6407,41.968087,-87.676445,school,Google
6423,41.967052,-87.67511400000002,school,Google
6444,41.968966,-87.679059,cafe,Google
6460,41.967682,-87.67754000000002,school,Google
6506,41.965882,-87.673952,hospital,Google
6542,41.962669,-87.673864,school,Google
6543,41.963331,-87.67456,school,Google
6546,41.962773,-87.674669,school,Google
6548,41.961662,-87.67387,cafe,Google
6561,41.961598,-87.67501800000002,cafe,Google
6587,41.961567,-87.676955,school,Google
6603,41.964782,-87.678597,hospital,Google
6664,41.96859600000001,-87.685686,school,Google
6681,41.96856,-87.687612,cafe,Google
6723,41.969227,-87.688855,local_government_office,Google
6755,41.967356,-87.68760400000002,school,Google
6798,41.968312,-87.688466,cafe,Google
6815,41.968203,-87.688709,cafe,Google
6867,41.964278,-87.68590400000002,school,Google
6891,41.962771,-87.68438499999998,library,Google
6893,41.963559,-87.685363,school,Google
6894,41.962545,-87.684423,library,Google
6895,41.962545,-87.684423,library,Google
6916,41.965315,-87.686269,cafe,Google
6965,41.964532,-87.6886,school,Google
6974,41.96373,-87.68911700000002,school,Google
6978,41.963075,-87.68739599999998,park,Google
7005,41.9586541,-87.6570623,park,Google
7006,41.958654,-87.657062,park,Google
7023,41.954513,-87.661775,park,Google
7047,41.957306,-87.666164,park,Google
7049,41.959646,-87.671486,school,Google
7057,41.958088,-87.67200000000003,school,Google
7058,41.955681,-87.673353,hospital,Google
7062,41.954427,-87.665599,cafe,Google
7066,41.9553907,-87.6678224,park,Google
7067,41.95462,-87.668867,school,Google
7135,41.946862,-87.65879699999998,cafe,Google
7191,41.947298,-87.663689,cafe,Google
7200,41.942229,-87.657703,school,Google
7208,41.94649,-87.664116,cafe,Google
7219,41.9456283,-87.66373850000002,park,Google
7222,41.945628,-87.663738,park,Google
7259,41.943694,-87.664035,cafe,Google
7263,41.943942,-87.664099,cafe,Google
7276,41.95078,-87.664776,school,Google
7289,41.948658,-87.66676700000002,park,Google
7304,41.947254,-87.67200000000003,school,Google
7310,41.943435,-87.665772,school,Google
7322,41.945235,-87.670608,school,Google
7350,41.942781,-87.670971,cafe,Google
7419,41.961138,-87.67883499999998,school,Google
7420,41.961175,-87.67992199999998,school,Google
7425,41.958657,-87.681762,cafe,Google
7428,41.958436,-87.681608,school,Google
7434,41.957685,-87.68137,cafe,Google
7459,41.95524,-87.674389,school,Google
7465,41.954366,-87.67389200000002,school,Google
7468,41.954182,-87.674544,cafe,Google
7474,41.954348,-87.675838,cafe,Google
7481,41.954337,-87.676856,school,Google
7486,41.952287,-87.674573,school,Google
7488,41.952332,-87.674576,school,Google
7495,41.951359,-87.676649,cafe,Google
7501,41.951202,-87.676811,university,Google
7510,41.956059,-87.679551,school,Google
7525,41.954659,-87.67894100000002,cafe,Google
7551,41.95302,-87.677814,cafe,Google
7561,41.952216,-87.677527,school,Google
7562,41.952249,-87.677551,school,Google
7564,41.952138,-87.67975600000003,school,Google
7583,41.961097,-87.68348,school,Google
7604,41.958952,-87.681972,local_government_office,Google
7658,41.95531,-87.683945,school,Google
7659,41.955221,-87.683738,school,Google
7675,41.953205,-87.683878,school,Google
7676,41.952409,-87.684383,school,Google
7718,41.94994000000001,-87.673549,school,Google
7720,41.94984,-87.673546,school,Google
7743,41.94853300000001,-87.674993,cafe,Google
7762,41.949775,-87.678851,synagogue,Google
7773,41.945172,-87.674254,school,Google
7777,41.945181,-87.68136700000002,school,Google
7824,41.949164,-87.68589899999998,school,Google
7851,41.944316,-87.683208,park,Google
7891,41.945979,-87.69078499999998,school,Google
7911,41.942041,-87.689418,park,Google
7920,41.891343,-87.60325300000002,cafe,Google
7921,41.8947,-87.6062,local_government_office,Google
7922,41.893950200000006,-87.610924,park,Google
7923,41.894366,-87.61036899999998,park,Google
7959,41.8972169,-87.6189464,park,Google
7961,41.896662,-87.617599,library,Google
7962,41.896664,-87.617694,university,Google
7973,41.89520200000001,-87.616802,hospital,Google
8003,41.897235,-87.618794,park,Google
8004,41.896801,-87.61930600000002,university,Google
8005,41.896798,-87.619661,library,Google
8007,41.896586,-87.61927,school,Google
8010,41.896627,-87.61973,library,Google
8029,41.896173,-87.620952,hospital,Google
8061,41.895727,-87.62011,school,Google
8074,41.894879,-87.620646,cafe,Google
8077,41.895111,-87.620568,university,Google
8103,41.891432,-87.608097,local_government_office,Google
8110,41.8908494,-87.610924,park,Google
8114,41.892193,-87.609866,cafe,Google
8137,41.891651,-87.609544,park,Google
8139,41.8925711,-87.6128315,park,Google
8140,41.892444,-87.611323,local_government_office,Google
8148,41.886081,-87.612941,park,Google
8156,41.893577,-87.616388,school,Google
8211,41.893327,-87.617573,cafe,Google
8236,41.891937,-87.618708,cafe,Google
8237,41.891682,-87.619566,school,Google
8266,41.892722,-87.621481,hospital,Google
8270,41.891916,-87.61998299999998,hospital,Google
8279,41.891736,-87.620512,park,Google
8285,41.891687,-87.621071,cafe,Google
8290,41.890944,-87.617457,cafe,Google
8297,41.8902626,-87.62002629999998,park,Google
8313,41.8902217,-87.6218003,park,Google
8316,41.890176,-87.621768,park,Google
8329,41.8860284,-87.61771230000002,park,Google
8335,41.872762,-87.6211061,park,Google
8357,41.885307,-87.616838,park,Google
8404,41.886029,-87.61769100000002,park,Google
8408,41.88410800000001,-87.617426,park,Google
8409,41.883692,-87.619099,school,Google
8440,41.884658,-87.621486,cafe,Google
8447,41.8821051,-87.6229572,park,Google
8452,41.864825,-87.609813,school,Google
8461,41.879595,-87.618756,park,Google
8464,41.875836,-87.619126,park,Google
8466,41.873167,-87.620698,local_government_office,Google
8467,41.86070520000001,-87.60814659999998,park,Google
8471,41.822294,-87.59749709999998,park,Google
8472,41.870543,-87.621717,park,Google
8493,41.935601,-87.636732,hospital,Google
8508,41.934206,-87.635689,hospital,Google
8537,41.923887,-87.637087,school,Google
8553,41.941291,-87.643142,school,Google
8556,41.94132800000001,-87.643156,school,Google
8571,41.94128,-87.643472,synagogue,Google
8572,41.941474,-87.643437,synagogue,Google
8573,41.9412804,-87.6434722,synagogue,Google
8574,41.941428,-87.645065,school,Google
8619,41.939732,-87.64493399999998,cafe,Google
8626,41.940158,-87.64614,library,Google
8646,41.938606,-87.644226,cafe,Google
8652,41.938242,-87.644267,cafe,Google
8719,41.933201,-87.63981,hospital,Google
8722,41.93348,-87.641494,school,Google
8724,41.934233,-87.64149599999998,school,Google
8726,41.933088,-87.641165,school,Google
8766,41.935282,-87.644111,cafe,Google
8779,41.935043,-87.646559,cafe,Google
8834,41.932474,-87.644436,cafe,Google
8911,41.94031,-87.64755500000003,school,Google
8938,41.940052,-87.650212,cafe,Google
8949,41.940483,-87.65095500000002,hospital,Google
8953,41.939844,-87.65073000000002,cafe,Google
8961,41.939863,-87.65139599999998,school,Google
8962,41.939863,-87.65139599999998,school,Google
8964,41.939863,-87.65139599999998,school,Google
8984,41.937158,-87.648268,cafe,Google
9082,41.939991,-87.654894,school,Google
9101,41.937532,-87.652277,school,Google
9143,41.93666500000001,-87.649532,hospital,Google
9144,41.936269,-87.649638,hospital,Google
9152,41.933586,-87.648653,hospital,Google
9201,41.936384,-87.65257700000002,hospital,Google
9206,41.936375,-87.652891,hospital,Google
9207,41.936375,-87.652891,hospital,Google
9221,41.936437,-87.6541,cafe,Google
9258,41.934015,-87.654288,hospital,Google
9278,41.933478,-87.653773,cafe,Google
9305,41.928579,-87.64211999999998,cafe,Google
9336,41.929015,-87.642648,cafe,Google
9355,41.928547,-87.642197,hospital,Google
9391,41.931866,-87.647411,park,Google
9392,41.929477,-87.645888,school,Google
9399,41.928366,-87.646999,school,Google
9427,41.927109,-87.641258,cafe,Google
9429,41.926966,-87.641264,cafe,Google
9441,41.926639,-87.641118,cafe,Google
9459,41.92463400000001,-87.639423,school,Google
9464,41.92414,-87.638993,school,Google
9497,41.925032,-87.645888,school,Google
9500,41.925689,-87.64613,hospital,Google
9502,41.925321,-87.646964,hospital,Google
9512,41.924199,-87.644498,school,Google
9531,41.924982,-87.647006,hospital,Google
9533,41.924982,-87.647006,hospital,Google
9541,41.923543,-87.645894,cafe,Google
9594,41.920346,-87.643313,local_government_office,Google
9616,41.927616,-87.648954,school,Google
9625,41.929804,-87.653644,park,Google
9641,41.9284789,-87.6545678,park,Google
9680,41.928539,-87.65464300000002,park,Google
9709,41.926857,-87.650529,cafe,Google
9756,41.925474,-87.653207,university,Google
9769,41.92607,-87.65418199999998,library,Google
